test_id,tag
test00374,2102193.686
test01744,2102193.686
test00149,2102659.574
test00056,2103246.408
test01272,2103246.408
test00547,2103778.606
test01278,2103910.016
test00261,2104898.829
test00880,2105487.48
test00734,2105573.419
test01724,2106020.245
test01834,2106020.245
test00790,2106166.22
test01712,2107142.857
test01416,2107142.857
test01875,2107832.618
test00520,2108266.667
test01674,2108266.667
test01201,2108858.058
test01113,2108964.037
test00651,2110517.886
test01425,2110517.886
test00818,2110693.176
test00054,2111111.111
test00681,2111645.299
test01676,2112365.591
test01795,2112773.918
test01116,2112773.918
test01391,2113501.883
test00128,2114499.732
test01185,2114499.732
test01095,2114639.397
test01918,2114639.397
test00340,2115034.778
test00361,2115034.778
test01774,2115034.778
test00667,2115034.778
test00809,2115631.692
test00485,2115631.692
test01707,2115778.137
test01535,2116167.024
test00379,2116167.024
test01084,2116167.024
test00447,2116379.31
test00037,2116764.863
test01943,2116764.863
test00270,2116918.103
test00834,2117520.216
test00793,2117520.216
test01238,2117899.25
test00430,2117899.25
test00473,2117899.25
test00259,2118435.155
test00092,2119034.853
test00773,2119034.853
test00389,2119034.853
test00166,2119201.726
test01865,2119571.046
test00798,2120171.674
test00207,2120345.386
test01126,2120708.155
test01718,2120708.155
test01622,2121309.716
test01719,2121846.484
test01780,2121846.484
test01207,2122448.98
test00963,2122636.413
test00135,2122636.413
test01700,2122986.037
test00369,2122986.037
test00614,2122986.037
test01057,2122986.037
test01925,2123589.468
test01270,2123589.468
test00674,2123783.784
test01778,2124126.814
test01857,2124126.814
test01440,2124126.814
test00482,2124391.563
test00090,2124391.563
test00069,2124391.563
test01529,2124932.396
test01931,2125874.126
test00795,2125874.126
test01632,2125874.126
test00574,2126082.251
test01846,2126412.049
test00298,2126412.049
test00856,2127018.299
test01383,2127556.512
test00088,2127843.987
test00810,2128163.705
test01516,2128702.208
test00639,2128702.208
test01961,2128997.29
test00841,2129310.345
test01235,2129310.345
test01206,2129310.345
test00686,2129539.295
test00539,2129539.295
test01867,2129849.138
test00816,2130458.221
test01651,2130458.221
test01021,2130694.143
test01049,2130694.143
test01457,2130694.143
test00936,2131850.244
test01758,2132146.71
test00965,2132146.71
test00604,2132146.71
test00682,2132146.71
test00424,2132464.712
test00488,2132757.69
test00785,2132757.69
test00102,2132757.69
test00157,2133007.6
test00540,2133007.6
test00907,2133297.356
test00358,2133297.356
test00140,2133297.356
test00504,2133623.031
test00476,2133909.287
test00453,2133909.287
test01872,2134166.214
test01873,2134166.214
test01854,2134166.214
test01465,2134449.244
test00244,2134449.244
test01259,2134782.609
test01784,2135326.087
test00567,2135602.377
test00873,2135943.448
test01555,2136216.216
test00784,2136216.216
test00247,2136487.221
test01787,2136756.757
test01101,2136756.757
test01688,2136756.757
test00847,2137105.55
test00992,2137649.619
test01746,2137649.619
test01178,2138268.917
test00436,2138528.139
test00075,2138528.139
test00045,2138528.139
test01696,2138813.283
test00272,2139069.264
test00753,2139069.264
test00796,2139685.977
test00399,2139685.977
test01825,2139978.214
test00590,2140227.396
test01807,2140227.396
test00162,2140227.396
test01289,2140227.396
test01146,2141144.414
test01886,2141386.782
test01997,2142005.42
test00123,2142005.42
test00746,2142311.887
test01291,2142547.425
test01092,2142547.425
test01692,2142547.425
test01317,2142547.425
test01287,2142547.425
test00384,2143480.633
test00582,2143709.328
test00345,2143709.328
test01908,2143709.328
test00534,2144872.491
test01038,2144872.491
test01500,2144872.491
test01843,2144872.491
test01689,2144872.491
test00780,2145275.806
test00034,2145275.806
test01950,2145494.028
test00478,2145494.028
test00672,2145821.955
test00147,2145821.955
test01869,2146036.916
test00670,2146036.916
test00557,2146036.916
test01801,2146036.916
test01258,2146448.087
test00413,2146659.424
test01605,2146659.424
test00741,2147202.607
test01260,2147621.651
test00446,2147621.651
test00021,2147621.651
test00094,2147826.087
test01389,2148168.398
test00923,2148369.565
test01412,2148369.565
test01814,2148369.565
test00181,2148369.565
test00921,2148369.565
test00512,2148994.018
test01598,2148994.018
test01325,2149537.792
test00531,2149537.792
test01661,2150163.221
test01970,2150163.221
test01963,2150163.221
test00264,2150707.291
test01735,2150707.291
test00062,2151333.696
test01330,2151697.7
test00538,2151697.7
test01550,2152505.447
test01167,2152505.447
test00631,2153050.109
test01279,2153678.474
test01617,2153678.474
test00937,2154057.018
test01888,2154223.433
test01402,2154223.433
test00820,2154690.071
test00831,2154852.781
test00448,2154852.781
test00120,2154852.781
test00931,2155398.037
test01411,2155398.037
test00348,2155398.037
test01649,2156028.369
test01895,2156421.515
test01912,2156573.923
test01768,2156573.923
test00063,2157205.24
test00868,2157205.24
test00523,2157751.092
test01321,2157751.092
test01451,2157751.092
test01316,2157751.092
test01833,2157751.092
test00286,2157751.092
test00925,2157751.092
test01443,2158791.209
test00553,2158791.209
test00234,2158929.547
test00159,2158929.547
test01594,2159428.257
test00111,2159562.842
test00180,2160109.29
test00205,2160109.29
test00740,2160109.29
test00989,2160109.29
test01982,2160616.062
test00792,2160616.062
test01897,2161166.117
test00904,2161166.117
test01506,2161290.323
test00173,2161290.323
test00717,2161290.323
test01413,2161290.323
test01227,2161805.173
test01593,2161805.173
test00562,2162355.531
test01135,2162472.648
test00758,2162472.648
test01183,2163108.922
test00508,2163108.922
test01800,2163656.267
test01703,2163656.267
test00652,2163656.267
test01470,2163656.267
test01613,2164187.328
test01154,2164293.538
test01827,2164738.292
test00151,2164841.183
test01591,2165479.452
test00597,2165931.643
test00144,2166027.397
test00860,2166574.738
test01577,2166574.738
test00786,2166666.667
test01607,2166666.667
test01463,2167214.912
test01542,2167770.419
test01190,2167855.184
test01188,2167855.184
test00645,2168322.296
test01671,2168403.73
test00263,2168403.73
test00319,2168403.73
test00757,2168403.73
test00480,2168967.421
test00423,2168967.421
test00859,2168967.421
test01252,2169045.005
test01242,2169045.005
test01327,2169519.602
test01456,2169593.853
test01304,2169593.853
test00642,2169593.853
test01829,2169593.853
test01942,2170236.134
test00794,2170236.134
test01791,2170785.283
test00545,2170785.283
test00658,2170785.283
test01322,2170785.283
test00412,2171428.571
test01236,2171428.571
test00203,2171978.022
test01398,2171978.022
test01472,2171978.022
test01353,2171978.022
test00337,2173172.073
test01532,2173172.073
test01767,2173172.073
test01831,2173172.073
test00711,2173172.073
test01163,2173768.677
test01249,2173817.382
test01419,2174367.437
test00385,2174972.315
test01226,2175013.759
test00282,2175564.117
test01078,2175564.117
test01513,2175564.117
test00893,2176177.285
test01578,2176177.285
test00662,2176731.302
test01855,2176762.115
test00804,2177383.592
test01620,2177410.468
test00854,2177410.468
test01223,2177410.468
test00745,2177937.916
test01060,2177961.433
test01741,2177961.433
test00081,2178591.237
test01611,2178591.237
test00802,2178610.805
test01823,2179162.073
test01368,2179162.073
test01812,2179162.073
test01246,2179800.222
test01224,2179812.466
test00509,2179812.466
test01539,2179812.466
test00801,2179812.466
test00313,2180355.161
test01114,2180355.161
test00317,2180364.038
test01467,2180364.038
test00235,2180364.038
test01993,2181015.453
test00487,2181015.453
test00807,2181015.453
test00342,2181565.797
test00713,2181567.329
test00912,2181567.329
test01901,2181567.329
test00467,2182219.768
test01502,2182771.949
test01251,2183425.414
test00414,2183425.414
test01614,2183435.242
test01212,2183435.242
test00617,2183977.901
test01618,2184632.394
test01315,2185185.185
test01517,2185185.185
test01756,2185185.185
test01730,2185185.185
test01047,2185185.185
test00889,2185840.708
test01648,2185840.708
test00070,2185865.331
test01729,2186393.805
test00900,2186393.805
test01151,2186393.805
test01335,2186393.805
test00611,2186421.814
test01606,2187050.36
test00897,2187603.763
test00901,2187603.763
test00685,2187639.198
test00026,2188261.351
test00398,2188300.836
test00566,2188815.061
test01303,2188815.061
test01702,2188815.061
test01788,2188815.061
test01276,2189520.624
test01818,2190027.701
test00721,2190078.038
test00096,2190687.361
test01547,2190687.361
test01157,2190687.361
test01960,2190741.774
test00225,2191241.685
test00190,2191241.685
test01766,2191299.498
test00610,2191299.498
test00302,2191299.498
test01225,2191902.385
test00283,2192457.016
test01369,2192457.016
test00192,2192457.016
test01551,2193118.757
test01988,2194336.48
test01158,2194336.48
test01367,2194891.727
test00996,2194891.727
test01288,2194891.727
test00494,2195640.022
test00421,2195640.022
test01749,2197331.851
test01904,2197331.851
test00372,2197427.293
test00990,2197427.293
test00762,2197427.293
test01196,2197997.775
test00066,2199220.924
test00845,2199220.924
test01959,2199328.108
test01866,2199777.407
test00522,2199777.407
test01306,2199777.407
test01639,2200445.434
test01553,2200445.434
test00106,2200445.434
test00457,2200560.224
test00649,2201002.227
test01471,2201002.227
test01053,2201002.227
test00068,2201671.309
test00829,2201671.309
test00080,2201793.722
test00164,2202228.412
test00599,2202354.26
test00450,2202898.551
test00858,2202898.551
test01645,2203028.603
test01809,2203455.964
test01052,2203455.964
test00323,2203589.456
test00490,2204127.161
test00332,2204826.038
test01691,2205915.179
test01480,2205915.179
test01986,2206588.498
test00400,2206588.498
test01546,2206588.498
test00770,2206588.498
test01582,2206588.498
test00082,2206741.573
test01147,2207303.371
test00331,2207303.371
test01333,2208379.888
test00209,2208379.888
test00638,2208379.888
test01388,2208379.888
test01331,2208379.888
test00929,2208379.888
test01407,2208544.126
test01783,2208544.126
test00882,2209055.338
test01654,2209055.338
test00955,2209614.31
test00292,2209614.31
test00232,2210850.112
test01133,2210850.112
test00728,2210850.112
test01623,2211527.7
test00628,2212087.297
test01373,2212274.775
test00257,2212274.775
test00199,2212274.775
test00108,2212957.746
test00407,2212957.746
test00997,2213325.868
test01000,2213325.868
test01370,2213325.868
test00278,2214565.826
test01350,2214565.826
test00719,2214768.884
test01475,2214768.884
test01990,2215246.637
test00126,2215454.033
test01739,2215807.175
test00518,2215807.175
test00613,2216018.049
test01390,2216018.049
test01048,2216018.049
test00146,2216018.049
test00058,2216489.063
test01380,2217049.916
test01217,2217732.884
test01234,2217732.884
test00117,2217955.957
test00749,2218294.052
test00724,2218294.052
test00233,2218294.052
test00208,2218520.61
test00977,2218520.61
test00330,2218520.61
test01966,2218978.102
test01660,2219209.04
test00409,2219209.04
test01361,2219539.585
test00867,2220224.719
test01924,2220224.719
test00750,2220786.517
test00198,2221028.83
test01673,2222034.851
test00316,2222034.851
test01385,2222034.851
test00187,2222285.068
test00503,2222976.797
test01714,2223284.589
test01312,2223542.728
test01485,2224535.734
test00723,2224535.734
test01668,2224535.734
test01830,2224535.734
test01932,2225225.225
test00110,2225225.225
test00863,2225225.225
test01972,2226478.873
test00052,2226757.37
test01452,2227042.254
test01017,2227042.254
test00789,2227733.935
test01378,2228297.632
test00668,2228297.632
test01012,2228297.632
test00676,2228297.632
test01374,2228587.635
test01313,2228587.635
test00186,2228587.635
test01842,2229554.428
test00742,2229554.428
test01722,2229554.428
test00178,2229554.428
test01109,2229554.428
test01458,2229852.44
test00528,2229852.44
test00248,2229852.44
test00497,2230248.307
test01579,2230550.823
test01489,2230812.641
test01428,2232072.276
test00625,2232072.276
test01733,2232072.276
test00659,2232386.364
test01495,2233655.486
test00367,2234595.817
test01755,2234595.817
test00513,2234926.052
test00894,2235294.118
test01193,2235628.913
test01479,2235859.729
test00605,2235859.729
test00751,2235859.729
test01366,2235859.729
test00683,2236198.065
test00507,2236559.14
test01168,2236559.14
test00250,2237125.071
test01141,2237125.071
test01340,2237125.071
test00542,2237125.071
test00097,2237825.595
test01882,2238391.846
test00727,2238391.846
test01453,2238391.846
test01061,2239660.057
test01023,2239660.057
test01913,2239660.057
test01910,2239660.057
test01334,2239660.057
test00797,2240362.812
test01914,2240929.705
test00766,2240929.705
test01357,2241300.627
test00363,2241300.627
test00993,2241300.627
test00390,2241633.579
test01244,2242009.132
test01161,2242009.132
test00671,2242200.794
test01786,2242200.794
test01909,2242200.794
test00252,2242200.794
test01603,2242905.789
test00125,2243289.549
test00160,2243473.326
test00554,2243473.326
test01296,2244747.303
test00253,2244747.303
test01329,2245142.857
test01574,2245454.545
test01646,2245854.774
test00836,2245854.774
test00210,2246022.727
test01283,2246022.727
test01981,2247139.588
test00835,2247139.588
test01658,2247139.588
test00618,2247299.602
test01507,2247711.67
test00004,2248009.101
test00703,2248577.929
test01667,2248577.929
test01420,2248577.929
test00765,2248577.929
test00139,2248577.929
test01134,2248577.929
test00759,2248998.283
test00946,2248998.283
test00526,2248998.283
test00087,2249288.56
test01194,2249713.631
test00277,2249857.712
test00995,2249857.712
test01341,2250286.369
test01508,2250286.369
test01989,2250569.476
test00425,2250569.476
test01228,2251002.865
test01214,2251002.865
test01445,2251138.952
test00941,2251138.952
test00022,2252293.578
test00471,2252293.578
test01372,2252421.652
test00729,2252421.652
test00978,2252866.972
test01307,2253705.815
test00133,2253705.815
test01429,2253705.815
test00744,2254159.495
test01954,2254420.993
test00813,2254420.993
test00433,2254879.449
test01740,2254991.443
test01102,2254991.443
test01083,2254991.443
test01477,2255453.502
test00439,2255707.763
test00722,2256748.995
test01713,2257567.105
test00696,2258045.977
test00515,2258045.977
test00761,2258045.977
test00472,2258285.714
test00924,2258857.143
test01136,2258857.143
test00204,2258857.143
test01220,2259576.901
test00821,2260069.045
test00546,2261441.648
test01824,2261441.648
test01747,2261441.648
test00591,2261441.648
test01441,2261945.884
test00805,2262672.811
test00454,2262672.811
test00664,2262736.119
test00274,2262736.119
test01949,2263459.336
test01664,2263459.336
test01595,2263976.945
test00468,2263976.945
test01670,2264032.073
test01110,2264032.073
test01056,2264032.073
test01841,2264032.073
test01421,2264553.314
test01531,2265329.513
test01328,2265859.285
test01677,2265859.285
test00089,2266589.729
test00258,2266628.44
test00268,2267928.858
test01029,2267928.858
test01616,2268656.716
test01352,2269230.769
test00336,2269230.769
test00184,2269230.769
test00572,2269230.769
test01770,2269230.769
test00654,2269230.769
test01248,2269959.793
test01934,2269959.793
test00988,2270534.176
test01819,2270534.176
test00754,2270534.176
test01091,2271839.08
test01536,2271839.08
test01501,2271839.08
test00581,2271839.08
test01772,2271839.08
test00230,2273145.486
test01359,2273726.852
test00496,2273878.021
test01349,2274453.395
test00179,2274453.395
test01892,2274453.395
test01771,2274453.395
test01742,2274453.395
test01119,2274453.395
test01977,2275187.104
test01637,2275187.104
test00388,2275187.104
test01364,2275762.809
test01534,2275762.809
test01592,2276497.696
test00573,2277073.733
test01793,2277073.733
test01511,2277073.733
test00460,2277809.798
test00371,2278386.167
test00592,2278386.167
test00580,2279700.115
test01132,2279700.115
test00312,2280325.015
test00532,2281015.58
test01290,2281015.58
test01096,2281649.245
test01064,2281649.245
test01498,2282332.564
test00709,2282975.015
test01926,2283073.368
test01203,2283073.368
test01295,2283651.069
test00254,2283651.069
test00243,2283651.069
test00492,2283720.93
test01358,2284302.326
test00114,2284393.064
test00552,2285631.181
test01706,2285631.181
test00134,2285631.181
test00636,2286961.583
test00402,2287037.037
test01992,2287037.037
test00725,2287615.741
test00730,2287615.741
test01442,2288293.535
test00695,2288293.535
test01571,2288361.32
test00544,2288940.359
test00239,2288940.359
test01176,2289044.289
test01765,2289627.04
test01851,2289627.04
test01342,2289627.04
test01975,2289687.138
test00065,2289687.138
test00046,2291014.493
test01177,2291715.286
test00934,2292298.716
test00663,2292923.434
test00502,2293053.123
test01763,2293636.894
test01112,2293636.894
test00420,2293673.825
test01737,2294254.208
test00699,2294254.208
test01400,2294254.208
test01701,2294254.208
test00650,2294254.208
test01493,2294976.636
test00612,2294976.636
test00391,2295005.807
test01360,2296317.943
test01640,2296339.338
test00569,2296920.395
test00947,2297660.819
test01081,2299005.266
test01406,2299005.266
test00915,2299592.787
test00285,2299592.787
test01871,2299592.787
test01596,2299765.808
test00451,2300349.243
test01928,2300349.243
test01255,2300349.243
test00975,2300351.288
test01510,2300351.288
test01858,2300931.315
test01750,2300931.315
test00197,2301698.887
test00224,2302271.404
test01709,2302271.404
test01996,2303030.303
test01576,2303030.303
test01129,2303048.066
test01379,2303613.054
test01930,2304373.178
test00442,2304373.178
test00452,2304373.178
test00633,2304956.268
test00138,2304956.268
test01590,2305717.62
test00307,2306301.05
test00335,2306301.05
test01111,2306301.05
test01650,2307063.631
test00006,2307063.631
test00697,2307647.402
test01799,2308995.327
test01953,2309760.374
test01499,2310344.828
test01527,2311176.471
test01587,2312463.429
test01266,2312463.429
test01282,2313048.566
test00556,2313048.566
test00874,2313309.776
test01523,2314402.81
test00346,2314402.81
test01631,2315172.818
test00461,2315172.818
test01655,2315172.818
test00479,2315172.818
test00812,2315172.818
test00072,2315172.818
test01394,2315758.641
test01734,2315758.641
test01569,2316529.894
test00948,2316627.358
test00986,2317116.061
test01890,2317116.061
test00469,2317404.13
test01659,2317404.13
test01169,2317888.563
test01745,2317994.1
test00609,2318475.073
test01305,2318475.073
test01497,2318475.073
test00489,2319248.826
test01130,2319362.456
test01491,2319835.681
test01106,2319835.681
test01415,2319835.681
test01302,2321197.886
test01073,2321197.886
test00314,2323477.232
test00962,2323477.232
test00161,2323927.102
test00959,2323927.102
test01962,2324260.355
test00322,2324852.071
test01414,2325294.118
test00403,2326074.161
test01494,2326228.538
test00376,2326662.743
test00737,2326662.743
test00500,2328815.557
test00218,2330367.734
test00731,2330367.734
test00251,2330778.302
test01732,2330778.302
test01492,2330778.302
test01320,2330778.302
test01994,2331563.422
test00527,2331750.742
test00576,2331750.742
test01694,2331750.742
test01838,2332153.392
test01338,2332153.392
test01481,2333530.106
test01868,2333530.106
test00202,2333530.106
test00505,2333927.51
test00124,2334317.779
test00837,2334317.779
test01399,2334908.447
test00510,2335697.4
test00291,2335909.631
test00661,2335909.631
test00231,2336288.416
test01653,2337078.652
test00705,2337670.018
test00585,2337670.018
test01245,2339487.79
test01987,2339846.063
test01231,2339846.063
test01216,2339846.063
test00129,2340438.129
test01634,2341232.227
test00229,2341824.645
test00410,2342620.036
test00565,2342874.18
test01042,2343212.804
test01068,2343212.804
test01844,2343212.804
test01192,2343675.418
test01568,2345400.593
test01267,2345400.593
test00422,2346475.508
test00693,2347072.879
test00294,2347387.173
test01318,2347387.173
test01434,2348781.937
test00429,2349583.829
test00029,2349583.829
test00349,2350178.359
test01059,2350178.359
test01115,2351286.655
test01847,2351576.443
test00364,2352694.611
test00768,2352976.19
test00687,2352976.19
test01797,2352976.19
test00892,2353505.093
test00306,2354377.606
test01609,2355184.744
test00113,2355184.744
test00324,2355780.691
test01100,2355780.691
test01816,2355780.691
test01268,2356589.147
test01202,2356589.147
test01140,2357185.45
test00971,2358591.885
test00013,2359159.159
test01940,2360576.923
test00822,2360812.425
test01040,2361409.797
test01396,2361409.797
test00806,2363417.569
test01070,2364234.45
test00769,2365050.868
test00563,2365442.505
test00846,2366265.06
test00511,2367884.961
test01625,2367884.961
test00571,2368484.122
test01711,2368484.122
test00817,2369304.556
test00629,2371325.735
test01448,2371325.735
test01564,2372148.86
test00627,2372749.1
test01461,2372749.1
test01336,2372749.1
test01638,2373573.574
test01417,2374174.174
test01561,2374848.851
test00201,2375600.962
test01769,2379891.632
test00852,2380722.892
test01195,2382157.926
test00838,2383594.692
test01751,2384197.829
test01293,2384197.829
test01581,2385033.193
test01418,2387077.295
test01521,2387077.295
test00824,2387915.408
test01947,2387915.408
test00380,2388519.637
test01351,2388519.637
test00700,2389963.724
test01683,2392857.143
test01717,2394306.481
test01403,2394306.481
test01409,2395757.576
test00690,2398665.049
test00085,2399514.268
test01215,2400972.053
test00329,2401579.587
test01468,2401579.587
test00326,2405964.699
test00684,2407475.49
test01387,2408897.014
test00375,2408897.014
test01187,2412698.413
test00347,2416259.169
test01020,2416359.164
test01726,2419334.975
test01173,2423053.342
test00174,2425153.374
test00392,2429010.449
test00850,2430504.305
test00284,2434113.3
test00862,2435213.887
test00095,2436498.15
test01393,2437114.673
test01253,2441012.971
test01433,2441630.636
test01174,2444032.158
test00183,2444650.588
test01430,2446163.366
test00640,2449194.548
test01182,2456183.965
test00861,2467336.683
test01684,2481481.481
test00521,2489294.71
test00828,2501265.823
test01275,2508301.405
test00221,2545396.008
